Title,Link,authors,year,abstract_text,source_url,title
Human Neural Stem Cells Flown into Space Proliferate and Generate Young Neurons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8412175/,"Carlos Cepeda, Laurent Vergnes, Nicholas Carpo, Matthew J Schibler, Laurent A Bentolila, Fathi Karouia, Araceli Espinosa-Jeffrey",2019,"A continuación, te proporciono el resumen (abstract) limpio del texto:

""Human Neural Stem Cells Flown into Space Proliferate and Generate Young Neurons

Here we demonstrate that human neural stem cells (NSCs) proliferate while in space and they express specific NSC markers after being in space. NSCs displayed both higher oxygen consumption and glycolysis than ground controls. These cells also kept their ability to become young neurons. Electrophysiological recordings of space NSC-derived neurons showed immature cell membrane properties, characterized by small capacitance and very high input resistance. Ascertaining the origin of the NSCs ′ increased energy requirement is of the essence in order to design effective measures to minimize health risks associated with long-duration human spaceflight missions.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8412175/,Human Neural Stem Cells Flown into Space Proliferate and Generate Young Neurons
Delayed Maturation of Oligodendrocyte Progenitors by Microgravity: Implications for Multiple Sclerosis and Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10607959/,"Victoria Tran, Nicholas Carpo, Sophia Shaka, Joile Zamudio, Sungshin Choi, Carlos Cepeda, Araceli Espinosa-Jeffrey",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10607959/,"Correction: Tran et al. Delayed Maturation of Oligodendrocyte Progenitors by Microgravity: Implications for Multiple Sclerosis and Space Flight. Life 2022, 12, 797"
Space Microgravity Alters Neural Stem Cell Division: Implications for Brain Cancer Research on Earth and in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9699585/,"Sophia Shaka, Nicolas Carpo, Victoria Tran, Carlos Cepeda, Araceli Espinosa-Jeffrey",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9699585/,Space Microgravity Alters Neural Stem Cell Division: Implications for Brain Cancer Research on Earth and in Space
Oligodendrocyte Progenitors Display Enhanced Proliferation and Autophagy after Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953055/,"Victoria Tran, Nicholas Carpo, Carlos Cepeda, Araceli Espinosa-Jeffrey",2023,"El resumen está indicado en el siguiente texto:

""Intracranial hypertension (ICP) and visual impairment intracranial pressure (VIIP) are some of the consequences of long-term space missions. Here we examined the behavior of oligodendrocyte progenitors (OLPs) after space ﬂight using time-lapse microscopy. We show that most OLPs divided more than ground control (GC) counterparts did. Nonetheless, a subpopulation of OLPs ﬂown to space presented a signiﬁcant increase in autophagic cell death. Examination of the proteomic proﬁle of the secretome of space ﬂown OLPs (SPC-OLPs) revealed that the stress protein heat shock protein-90 beta “HSP-90 ” was the 5thmost enriched (6.8 times) and the secreted protein acidic and rich in cysteine “SPARC” was the 7thmost enriched (5.2 times), with respect to ground control cells. SPARC induces endoplasmic reticulum stress, which leads to autophagy. Given the roles and importance of these two proteins in mammalian cells’ metabolism, their upregulation may hold the key to modulating cell proliferation and autophagy, in order to mitigate ICP and VIIP during and after space missions.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953055/,Oligodendrocyte Progenitors Display Enhanced Proliferation and Autophagy after Space Flight
Metabolomics profile of the secretome of space-flown oligodendrocytes.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10528075/,"Laurent Vergnes, Bernard Foucaud, Carlos Cepeda, Araceli Espinosa-Jeffrey",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10528075/,Metabolomics Profile of the Secretome of Space-Flown Oligodendrocytes
Metabolomic profiling of the secretome from human neural stem cells flown into space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813126/,"Juan Carlos Biancotti, Araceli Espinosa-Jeffrey",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813126/,Metabolomic Profiling of the Secretome from Human Neural Stem Cells Flown into Space
"Strategies, research priorities, and challenges for the exploration of space beyond low-Earth orbit",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10390562/,"A C Stahn, D Bucher, P zu Eulenburg, P Denise, N Smith, F Pagnini, O White",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10390562/,Paving the way to better understand the effects of prolonged spaceflight on operational performance and its neural bases
Spaceflight Induces Specific Alterations in the Proteomes of Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4290804/,"Robert J Ferl, Jin Koh, Fiona Denison, Anna-Lisa Paul",2015,"Aquí se encuentra el resumen (abstract) del texto original:

""Life in spaceflight demonstrates remarkable acclimation processes within the specialized habitats of vehicles subjected to the myriad of unique environmental issues associated with orbital trajectories. To examine the response processes that occur in plants in space, leaves and roots from Arabidopsis seedlings from three GFP reporter lines that were grown from seed for 12 days on the International Space Station and preserved on orbit in RNAlater were returned to Earth and analyzed by using iTRAQ broad-scale proteomics procedures. Quantiﬁcation revealed 256 leaf proteins and 358 root proteins that showed statistically signiﬁcant differential abundance in the spaceﬂight samples compared to ground controls, with few proteins differentially regulated in common between leaves and roots. This indicates that there are measurable proteomics responses to spaceﬂight and that the responses are organ-speciﬁc.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4290804/,Spaceflight Induces Specific Alterations in the Proteomes of Arabidopsis
The effect of spaceflight on the gravity-sensing auxin gradient of roots: GFP reporter gene microscopy on orbit.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515520/,"Robert J Ferl, Anna-Lisa Paul",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515520/,The effect of spaceflight on the gravity-sensing auxin gradient of roots: GFP reporter gene microscopy on orbit
Skewing in Arabidopsis roots involves disparate environmental signaling pathways.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5286820/,"Eric R Schultz, Agata K Zupanska, Natasha J Sng, Anna-Lisa Paul, Robert J Ferl",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5286820/,Skewing in Arabidopsis roots involves disparate environmental signaling pathways
"Data for characterization of SALK_084889, a T-DNA insertion line of Arabidopsis thaliana",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5470433/,"Mingqi Zhou, Anna-Lisa Paul, Robert J Ferl",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5470433/,"Data for characterization of SALK_084889, a T-DNA insertion line of Arabidopsis thaliana"
Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5491145/,"Anna-Lisa Paul, Natasha J Sng, Agata K Zupanska, Aparna Krishnamurthy, Eric R Schultz, Robert J Ferl",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5491145/,Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?
Phenotypic characterization of an Arabidopsis T- DNA insertion line SALK_063500,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5996828/,"Natasha J Sng, Anna-Lisa Paul, Robert J Ferl",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5996828/,Phenotypic characterization of an Arabidopsis T-DNA insertion line SALK_063500
Utilization of single‚Äêimage normalized difference vegetation index (SI‚ÄêNDVI) for early plant stress detection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6201722/,"Nicole S Beisel, Jordan B Callaham, Natasha J Sng, Dylan J Taylor, Anna‐Lisa Paul, Robert J Ferl",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6201722/,Utilization of single‐image normalized difference vegetation index (SI‐NDVI) for early plant stress detection
Comparing RNA-Seq and microarray gene expression data in two zones of the Arabidopsis root apex relevant to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240453/,"Aparna Krishnamurthy, Robert J Ferl, Anna‐Lisa Paul",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240453/,Comparing RNA‐Seq and microarray gene expression data in two zones of the Arabidopsis root apex relevant to spaceflight
Spaceflight-induced alternative splicing during seedling development in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6447593/,"Nicole S Beisel, Jerald Noble, W Brad Barbazuk, Anna-Lisa Paul, Robert J Ferl",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6447593/,Spaceflight-induced alternative splicing during seedling development in Arabidopsis thaliana
The Plant Health Monitoring System of the EDEN ISS Space Greenhouse in Antarctica during the 2018 experiment phase,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264257/,"Paul Zabel, Conrad Zeidler, Vincent Vrakking, Markus Dorn, Daniel Schubert",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264257/,Biomass Production of the EDEN ISS Space Greenhouse in Antarctica During the 2018 Experiment Phase
Root skewing-associated genes impact the spaceflight response of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7064724/,"Brandon Califar, Natasha J Sng, Agata Zupanska, Anna-Lisa Paul, Robert J Ferl",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7064724/,Root Skewing-Associated Genes Impact the Spaceflight Response of Arabidopsis thaliana
Articular cartilage and sternal fibrocartilage respond differently to extended microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6379395/,"Jamie Fitzgerald, Jamie Endicott, Uwe Hansen, Cathleen Janowitz",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6379395/,Articular cartilage and sternal fibrocartilage respond differently to extended microgravity
Host-microbe interactions in microgravity: assessment and implications.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187166/,"Jamie S Foster, Raymond M Wheeler, Regine Pamphile",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187166/,Host-Microbe Interactions in Microgravity: Assessment and Implications
Environmental cues and symbiont microbe-associated molecular patterns function in concert to drive the daily remodelling of the crypt-cell brush border of the Euprymna scolopes light organ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5219934/,"Elizabeth AC Heath-Heckman, Jamie Foster, Michael A Apicella, William E Goldman, Margaret McFall-Ngai",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5219934/,Environmental cues and symbiont microbe-associated molecular patterns function in concert to drive the daily remodelling of the crypt-cell brush border of the Euprymna scolopes light organ
Symbiotic organs shaped by distinct modes of genome evolution in cephalopods.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6386654/,"Mahdi Belcaid, Giorgio Casaburi, Sarah J McAnulty, Hannah Schmidbaur, Andrea M Suria, Silvia Moriano-Gutierrez, M Sabrina Pankey, Todd H Oakley, Natacha Kremer, Eric J Koch, Andrew J Collins, Hoan Nguyen, Sai Lek, Irina Goncharenko-Foster, Patrick Minx, Erica Sodergren, George Weinstock, Daniel S Rokhsar, Margaret McFall-Ngai, Oleg Simakov, Jamie S Foster, Spencer V Nyholm",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6386654/,Symbiotic organs shaped by distinct modes of genome evolution in cephalopods
Modeled microgravity alters lipopolysaccharide and outer membrane vesicle production of the beneficial symbiont Vibrio fischeri,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7940393/,"Madeline M Vroom, Yaneli Rodriguez-Ocasio, Jonathan B Lynch, Edward G Ruby, Jamie S Foster",2021,"El resumen o abstract del texto completo es el siguiente: 

Reduced gravity, o microgravity, puede tener un impacto pronunciado en la fisiología de los animales, pero los efectos en sus microbiomas asociados no están bien entendidos. Aquí, se examinó el impacto del microgravity modelado en la liberación de lipopolisacáridos (LPS) por el bacterium simbiótico Vibrio fischeri utilizando recipientes de alta relación de aspecto. Los LPS de V. fischeri están conocidos por inducir apoptosis de desarrollo dentro de sus tejidos simbióticos, lo que se acelera bajo condiciones de microgravity modelado. Se encontró que la exposición a microgravity modelado incrementa la cantidad de LPS liberada por el simbionte bacteriano in vitro. Estudios anteriores han correlacionado la producción de vesículas de membrana exterior (OMV) con la motilidad flagelar. Se observó que mutantes de V. fischeri defectuosos en la producción y rotación de sus flagelos muestran disminuciones significativas en la liberación de LPS en todos los tratamientos, pero los niveles de LPS son más altos bajo microgravity modelado a pesar de la pérdida de motilidad. Este resultado sugiere que, como sus huéspedes animales, la fisiología de los microbios simbióticos se puede alterar bajo condiciones de microgravity, lo que puede tener implicaciones importantes para la salud del huésped durante el vuelo espacial.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7940393/,Modeled microgravity alters lipopolysaccharide and outer membrane vesicle production of the beneficial symbiont Vibrio fischeri
Emergence of novel cephalopod gene regulation and expression through large-scale genome reorganization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9023564/,"Hannah Schmidbaur, Akane Kawaguchi, Tereza Clarence, Xiao Fu, Oi Pui Hoang, Bob Zimmermann, Elena A Ritschard, Anton Weissenbacher, Jamie S Foster, Spencer V Nyholm, Paul A Bates, Caroline B Albertin, Elly Tanaka, Oleg Simakov",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9023564/,Emergence of novel cephalopod gene regulation and expression through large-scale genome reorganization
Modeled microgravity alters apoptotic gene expression and caspase activity in the squid-vibrio symbiosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9389742/,"Madeline M Vroom, Angel Troncoso-Garcia, Alexandrea A Duscher, Jamie S Foster",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9389742/,Modeled microgravity alters apoptotic gene expression and caspase activity in the squid-vibrio symbiosis
In vitro generation of mechanically functional cartilage grafts based on adult human stem cells and 3D-woven poly(epsilon-caprolactone) scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824534/,"PK Valonen, FT Moutos, A Kusanagi, M Moretti, BO Diekman, JF Welter, AI Caplan, F Guilak, LE Freed",2010,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824534/,In vitro generation of mechanically functional cartilage grafts based on adult human stem cells and 3D-woven poly(ε-caprolactone) scaffolds
Chondrogenesis and mineralization during in vitro culture of human mesenchymal stem cells on three-dimensional woven scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2991213/,"Christoffer K Abrahamsson, Fan Yang, Hyoungshin Park, Jonathan M Brunger, Piia K Valonen, Robert Langer, Jean F Welter, Arnold I Caplan, Farshid Guilak, Lisa E Freed",2010,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2991213/,Chondrogenesis and Mineralization During In Vitro Culture of Human Mesenchymal Stem Cells on Three-Dimensional Woven Scaffolds
Microbiome metadata standards: Report of the National Microbiome Data Collaborative's workshop and follow-on activities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8269219/,"Pajau Vangay, Josephine Burgin, Anjanette Johnston, Kristen L Beck, Daniel C Berrios, Kai Blumberg, Shane Canon, Patrick Chain, John-Marc Chandonia, Danielle Christianson, Sylvain V Costes, Joan Damerow, William D Duncan, Jose Pablo Dundore-Arias, Kjiersten Fagnan, Jonathan M Galazka, Sean M Gibbons, David Hays, Judson Hervey, Bin Hu, Bonnie L Hurwitz, Pankaj Jaiswal, Marcin P Joachimiak, Linda Kinkel, Joshua Ladau, Stanton L Martin, Lee Ann McCue, Kayd Miller, Nigel Mouncey, Chris Mungall, Evangelos Pafilis, T B K Reddy, Lorna Richardson, Simon Roux, Lynn M Schriml, Justin P Shaffer, Jagadish Chandrabose Sundaramurthi, Luke R Thompson, Ruth E Timme, Jie Zheng, Elisha M Wood-Charlson, Emiley A Eloe-Fadrosh",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8269219/,"Correction for Vangay et al., “Microbiome Metadata Standards: Report of the National Microbiome Data Collaborative’s Workshop and Follow-On Activities”"
Spaceflight alters host-gut microbiota interactions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,"E Gonzalez, M D Lee, B T Tierney, N Lipieta, P Flores, M Mishra, L Beckett, A Finkelstein, A Mo, P Walton, F Karouia, R Barker, R J Jansen, S J Green, S Weging, J Kelliher, N K Singh, D Bezdan, J Galazska, N J B Brereton",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,Spaceflight alters host-gut microbiota interactions
Asparagine biosynthesis as a mechanism of increased host lethality induced by Serratia marcescens in simulated microgravity environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9111996/,"Rachel Gilbert, Nicole Tanenbaum, Sharmila Bhattacharya",2022,"Mientras que los estudios han demostrado un aumento de la patogenicidad en varios microorganismos durante el vuelo espacial y después de exposición a microgravidad simulada, los mecanismos subyacentes a estos cambios de fenotipo no se entienden a lo largo de diferentes patógenos, particularmente en patógenos oportunistas. 

Este estudio evalúa el mecanismo para el aumento de la virulencia del bacterio gram-negativo oportunista, Serratia marcescens, en microgravidad simulada. Se muestra que la microgravidad simulada aumenta la asparagina, aumentando así la letalidad del huésped. 

El asparaginasa inhibida con L-asparaginasa es una eficaz medida de contención para la mortalidad del huésped causada por bacterias tratadas con microgravidad.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9111996/,Asparagine biosynthesis as a mechanism of increased host lethality induced by Serratia marcescens in simulated microgravity environments
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,"Anna C Simpson, V V Ramprasad Eedara, Nitin K Singh, Namita Damle, Ceth W Parker, Fathi Karouia, Christopher E Mason, Kasthuri Venkateswaran",2023,"Aquí te dejo el resumen (abstract) del texto:

""Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station""

(Este texto es el único relevante como resumen del original, por lo que es el abstract del documento).",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station
Characterization of metagenome-assembled genomes from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,"Nitin K Singh, Jason M Wood, Jose Patane, Livia Maria Silva Moura, Jonathan Lombardino, João Carlos Setubal, Kasthuri Venkateswaran",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,Characterization of metagenome-assembled genomes from the International Space Station
Biocontrol in built environments to reduce pathogen exposure and infection risk.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848226/,"Neil R Gottel, Megan S Hill, Maxwell J Neal, Sarah M Allard, Karsten Zengler, Jack A Gilbert",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848226/,Biocontrol in built environments to reduce pathogen exposure and infection risk
Extracellular nucleotides elicit cytosolic free calcium oscillations in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329368/,"Adeeba Dark, Vadim Demidchik, Siân L Richards, Sergey Shabala, Julia M Davies",2011,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329368/,Release of extracellular purines from plant roots and effect on ion fluxes
"Calcium, mechanical signaling, and tip growth",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,"Han-Qing Wang, Xing-Yu Zhao, Zhong Tang, Xin-Yuan Huang, Peng Wang, Wenhua Zhang, Yunhui Zhang, Sheng Luan, Fang-Jie Zhao",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,Mechanosensing antagonizes ethylene signaling to promote root gravitropism in rice
Gravitropism and mechanical signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,"Han-Qing Wang, Xing-Yu Zhao, Zhong Tang, Xin-Yuan Huang, Peng Wang, Wenhua Zhang, Yunhui Zhang, Sheng Luan, Fang-Jie Zhao",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,Mechanosensing antagonizes ethylene signaling to promote root gravitropism in rice
"Salt stress-induced Ca2+ waves are associated with rapid, long-distance root-to-shoot signaling in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035928/,"Won-Gyu Choi, Masatsugu Toyota, Su-Hwa Kim, Richard Hilleary, Simon Gilroy",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035928/,"Salt stress-induced Ca2+ waves are associated with rapid, long-distance root-to-shoot signaling in plants"
Gravitropic signaling in plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,"Han-Qing Wang, Xing-Yu Zhao, Zhong Tang, Xin-Yuan Huang, Peng Wang, Wenhua Zhang, Yunhui Zhang, Sheng Luan, Fang-Jie Zhao",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,Mechanosensing antagonizes ethylene signaling to promote root gravitropism in rice
Wortmannin-induced vacuole fusion enhances amyloplast dynamics in Arabidopsis zigzag1 hypocotyls.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5181587/,"Ashley Ann Alvarez, Sang Won Han, Masatsugu Toyota, Carla Brillada, Jiameng Zheng, Simon Gilroy, Marcela Rojas-Pierce",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5181587/,Wortmannin-induced vacuole fusion enhances amyloplast dynamics in Arabidopsis zigzag1 hypocotyls
A ROS-assisted calcium wave dependent on AtRBOHD and TPC1 propagates the systemic response to salt stress in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936552/,"Matthew J Evans, Won-Gyu Choi, Simon Gilroy, Richard J Morris",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936552/,A ROS-Assisted Calcium Wave Dependent on the AtRBOHD NADPH Oxidase and TPC1 Cation Channel Propagates the Systemic Response to Salt Stress
"ROS, calcium and electric signals: Key mediators of rapid systemic signaling in plants",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610290/,"Sara I Zandalinas, Yosef Fichman, Ron Mittler",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610290/,Vascular Bundles Mediate Systemic Reactive Oxygen Signaling during Light Stress
Real-time In Vivo Recording of Arabidopsis Calcium Signals During Insect Feeding Using a Fluorescent Biosensor,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5614317/,"Thomas R Vincent, James Canham, Masatsugu Toyota, Marieta Avramova, Sam T Mugford, Simon Gilroy, Anthony J Miller, Saskia Hogenhout, Dale Sanders",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5614317/,Real-time In Vivo Recording of Arabidopsis Calcium Signals During Insect Feeding Using a Fluorescent Biosensor
"Orchestrating rapid long-distance signaling in plants with Ca2+ , ROS, and electrical signals",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5677518/,"Won-Gyu Choi, Gad Miller, Ian Wallace, Jeffrey Harper, Ron Mittler, Simon Gilroy",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5677518/,"Orchestrating rapid long-distance signaling in plants with Ca2+, ROS and electrical signals"
"Glutamate triggers long-distance, calcium-based plant defense signaling.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/,"Rui Li, Yongfang Yang, Hao Lou, Weicheng Wang, Ran Du, Haidong Chen, Xiaoxi Du, Shuai Hu, Guo-Liang Wang, Jianbin Yan, Xiaoyi Shan, Daoxin Xie",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/,"Glutathione triggers leaf-to-leaf, calcium-based plant defense signaling"
Test of Arabidopsis Space Transcriptome: A discovery environment to explore multiple plant biology spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/,"Richard Barker, Jonathan Lombardino, Kai Rasmussen, Simon Gilroy",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/,Test of Arabidopsis Space Transcriptome: A Discovery Environment to Explore Multiple Plant Biology Spaceflight Experiments
Tonoplast-localized Ca2+ pumps regulate Ca2+ signals during pattern-triggered immunity in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/,"Richard Hilleary, Julio Paez-Valencia, Cullen Vens, Masatsugu Toyota, Michael Palmgren, Simon Gilroy",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/,Tonoplast-localized Ca2+ pumps regulate Ca2+ signals during pattern-triggered immunity in Arabidopsis thaliana
The fast and the furious: Rapid long-range signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/,"Sarah Johns, Takuma Hagihara, Masatsugu Toyota, Simon Gilroy",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/,The fast and the furious: rapid long-range signaling in plants
Rad-Bio-App: A discovery environment for biologists to explore spaceflight-related radiation exposures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/,"Richard Barker, Sylvain V Costes, Jack Miller, Samrawit G Gebre, Jonathan Lombardino, Simon Gilroy",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/,Rad-Bio-App: a discovery environment for biologists to explore spaceflight-related radiation exposures
The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/,"Jian Yang, Iny Elizebeth Mathew, Hormat Rhein, Richard Barker, Qi Guo, Luca Brunello, Elena Loreti, Bronwyn J Barkla, Simon Gilroy, Pierdomenico Perata, Kendal D Hirschi",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/,The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses
Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/,"Richard Barker, Colin P S Kruse, Christina Johnson, Amanda Saravia-Butler, Homer Fogle, Hyun-Seok Chang, Ralph Møller Trane, Noah Kinscherf, Alicia Villacampa, Aránzazu Manzano, Raúl Herranz, Laurence B Davin, Norman G Lewis, Imara Perera, Chris Wolverton, Parul Gupta, Pankaj Jaiswal, Sigrid S Reinsch, Sarah Wyatt, Simon Gilroy",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/,Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome
"Low-dose, ionizing radiation and age-related changes in skeletal microarchitecture",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/,"Joshua S Alwood, Akhilesh Kumar, Luan H Tran, Angela Wang, Charles L Limoli, Ruth K Globus",2012,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/,"Low-Dose, Ionizing Radiation and Age-Related Changes in Skeletal Microarchitecture"
Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/,"Joshua S Alwood, Mohammad Shahnazari, Betsabel Chicana, AS Schreurs, Akhilesh Kumar, Alana Bartolini, Yasaman Shirazi-Fard, Ruth K Globus",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/,Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue
